id,filename,name,category,subcategory,color_family,shape_variant,tags,width,height,alpha,bbox
rpg_0371,Icon371.png,blue gem / stone,resource,gem_stone,blue,round,"blue, gem_stone, inventory, loot, material, resource, round",32,32,True,"[2, 3, 30, 29]"
rpg_0372,Icon372.png,blue gem / stone,resource,gem_stone,blue,tall oval,"blue, gem_stone, inventory, loot, material, resource, tall oval",32,32,True,"[1, 1, 31, 31]"
rpg_0373,Icon373.png,silver gem / stone,resource,gem_stone,silver/gray,wide oval,"gem_stone, inventory, loot, material, resource, wide oval",32,32,True,"[8, 8, 24, 24]"
rpg_0374,Icon374.png,silver gem / stone,resource,gem_stone,silver/gray,faceted,"faceted, gem_stone, inventory, loot, material, resource",32,32,True,"[8, 5, 24, 27]"
rpg_0375,Icon375.png,silver gem / stone,resource,gem_stone,silver/gray,faceted oval,"faceted oval, gem_stone, inventory, loot, material, resource",32,32,True,"[4, 7, 28, 27]"
rpg_0376,Icon376.png,silver gem / stone,resource,gem_stone,silver/gray,faceted polygon,"faceted polygon, gem_stone, inventory, loot, material, resource",32,32,True,"[5, 3, 27, 29]"
rpg_0377,Icon377.png,silver gem / stone,resource,gem_stone,silver/gray,irregular,"gem_stone, inventory, irregular, loot, material, resource",32,32,True,"[4, 4, 28, 28]"
rpg_0378,Icon378.png,silver gem / stone,resource,gem_stone,silver/gray,shield-cut,"gem_stone, inventory, loot, material, resource, shield-cut",32,32,True,"[4, 6, 28, 29]"
rpg_0379,Icon379.png,silver gem / stone,resource,gem_stone,silver/gray,large faceted,"gem_stone, inventory, large faceted, loot, material, resource",32,32,True,"[2, 3, 30, 29]"
rpg_0380,Icon380.png,silver gem / stone,resource,gem_stone,silver/gray,starburst,"gem_stone, inventory, loot, material, resource, starburst",32,32,True,"[1, 1, 31, 31]"
rpg_0381,Icon381.png,blue gem / stone,resource,gem_stone,blue,round,"blue, gem_stone, inventory, loot, material, resource, round",32,32,True,"[4, 4, 28, 28]"
rpg_0382,Icon382.png,blue gem / stone,resource,gem_stone,blue,tall oval,"blue, gem_stone, inventory, loot, material, resource, tall oval",32,32,True,"[4, 6, 28, 29]"
rpg_0383,Icon383.png,blue gem / stone,resource,gem_stone,blue,wide oval,"blue, gem_stone, inventory, loot, material, resource, wide oval",32,32,True,"[2, 3, 30, 29]"
rpg_0384,Icon384.png,blue gem / stone,resource,gem_stone,blue,faceted,"blue, faceted, gem_stone, inventory, loot, material, resource",32,32,True,"[1, 1, 31, 31]"
rpg_0385,Icon385.png,dark gem / stone,resource,gem_stone,dark/black,faceted oval,"dark, faceted oval, gem_stone, inventory, loot, material, resource",32,32,True,"[8, 8, 24, 24]"
rpg_0386,Icon386.png,dark gem / stone,resource,gem_stone,dark/black,faceted polygon,"dark, faceted polygon, gem_stone, inventory, loot, material, resource",32,32,True,"[8, 5, 24, 27]"
rpg_0387,Icon387.png,dark gem / stone,resource,gem_stone,dark/black,irregular,"dark, gem_stone, inventory, irregular, loot, material, resource",32,32,True,"[4, 7, 28, 27]"
rpg_0388,Icon388.png,dark gem / stone,resource,gem_stone,dark/black,shield-cut,"dark, gem_stone, inventory, loot, material, resource, shield-cut",32,32,True,"[5, 3, 27, 29]"
rpg_0389,Icon389.png,dark gem / stone,resource,gem_stone,dark/black,large faceted,"dark, gem_stone, inventory, large faceted, loot, material, resource",32,32,True,"[4, 4, 28, 28]"
rpg_0390,Icon390.png,dark gem / stone,resource,gem_stone,dark/black,starburst,"dark, gem_stone, inventory, loot, material, resource, starburst",32,32,True,"[4, 6, 28, 29]"
rpg_0391,Icon391.png,dark gem / stone,resource,gem_stone,dark/black,round,"dark, gem_stone, inventory, loot, material, resource, round",32,32,True,"[2, 3, 30, 29]"
rpg_0392,Icon392.png,dark gem / stone,resource,gem_stone,dark/black,tall oval,"dark, gem_stone, inventory, loot, material, resource, tall oval",32,32,True,"[1, 1, 31, 31]"
rpg_0393,Icon393.png,blue gem / stone,resource,gem_stone,blue,wide oval,"blue, gem_stone, inventory, loot, material, resource, wide oval",32,32,True,"[8, 8, 24, 24]"
rpg_0394,Icon394.png,blue gem / stone,resource,gem_stone,blue,faceted,"blue, faceted, gem_stone, inventory, loot, material, resource",32,32,True,"[8, 5, 24, 27]"
rpg_0395,Icon395.png,blue gem / stone,resource,gem_stone,blue,faceted oval,"blue, faceted oval, gem_stone, inventory, loot, material, resource",32,32,True,"[4, 7, 28, 27]"
rpg_0396,Icon396.png,blue gem / stone,resource,gem_stone,blue,faceted polygon,"blue, faceted polygon, gem_stone, inventory, loot, material, resource",32,32,True,"[5, 3, 27, 29]"
rpg_0397,Icon397.png,blue gem / stone,resource,gem_stone,blue,irregular,"blue, gem_stone, inventory, irregular, loot, material, resource",32,32,True,"[4, 4, 28, 28]"
rpg_0398,Icon398.png,blue gem / stone,resource,gem_stone,blue,shield-cut,"blue, gem_stone, inventory, loot, material, resource, shield-cut",32,32,True,"[4, 6, 28, 29]"
rpg_0399,Icon399.png,blue gem / stone,resource,gem_stone,blue,large faceted,"blue, gem_stone, inventory, large faceted, loot, material, resource",32,32,True,"[2, 3, 30, 29]"
rpg_0400,Icon400.png,blue gem / stone,resource,gem_stone,blue,starburst,"blue, gem_stone, inventory, loot, material, resource, starburst",32,32,True,"[1, 1, 31, 31]"
